NDSWAP20 curncy,1999-2-4,
NDBS20 curncy,1999-2-4,
SKSW20 curncy,1999-2-4,
EUBS20 curncy,1999-2-4,
SKBS20 curncy,1999-2-4,
EUSA20 curncy,1999-2-4,4.7045
AUD curncy,1999-3-29,0.6322
AUD20Y curncy,1999-3-29,
CAD curncy,1999-3-29,1.5129
ADSWAP20 curncy,1999-3-29,6.105
ADBS20 curncy,1999-3-29,
CAD20Y curncy,1999-3-29,
CHF curncy,1999-3-29,1.4856
CHF20Y curncy,1999-3-29,
CDSW20 curncy,1999-3-29,
GBP curncy,1999-3-29,1.6157
CDBS20 curncy,1999-3-29,
GBP20Y curncy,1999-3-29,
JPY curncy,1999-3-29,120.27
SFSW20 curncy,1999-3-29,3.96
SFBS20 curncy,1999-3-29,
NOK curncy,1999-3-29,7.7805
JPY20Y curncy,1999-3-29,
BPSW20 curncy,1999-3-29,5.4
NZD curncy,1999-3-29,0.5332
NOK20Y curncy,1999-3-29,
BPBS20 curncy,1999-3-29,
SEK curncy,1999-3-29,8.3271
JYSW20 curncy,1999-3-29,2.72
NZD20Y curncy,1999-3-29,
JYBS20 curncy,1999-3-29,
SEK20Y curncy,1999-3-29,
USSWAP20 curncy,1999-3-29,6.3
NKSW20 curncy,1999-3-29,
EUR curncy,1999-3-29,1.0732
NKBS20 curncy,1999-3-29,
EUR20Y curncy,1999-3-29,
NDSWAP20 curncy,1999-3-29,
NDBS20 curncy,1999-3-29,
SKSW20 curncy,1999-3-29,
EUBS20 curncy,1999-3-29,
SKBS20 curncy,1999-3-29,
EUSA20 curncy,1999-3-29,5.016
AUD curncy,1999-4-5,0.6313
AUD20Y curncy,1999-4-5,
ADSWAP20 curncy,1999-4-5,6.08
ADBS20 curncy,1999-4-5,
CAD curncy,1999-4-5,1.501
CAD20Y curncy,1999-4-5,
CHF curncy,1999-4-5,1.4795
CDSW20 curncy,1999-4-5,
CHF20Y curncy,1999-4-5,
CDBS20 curncy,1999-4-5,
GBP curncy,1999-4-5,1.6
GBP20Y curncy,1999-4-5,
JPY curncy,1999-4-5,121.78
SFBS20 curncy,1999-4-5,
JPY20Y curncy,1999-4-5,
SFSW20 curncy,1999-4-5,3.98
NOK curncy,1999-4-5,7.7861
NOK20Y curncy,1999-4-5,
BPBS20 curncy,1999-4-5,
NZD curncy,1999-4-5,0.5312
BPSW20 curncy,1999-4-5,5.39
NZD20Y curncy,1999-4-5,
SEK curncy,1999-4-5,8.2767
JYBS20 curncy,1999-4-5,
SEK20Y curncy,1999-4-5,
JYSW20 curncy,1999-4-5,2.68
NKBS20 curncy,1999-4-5,
USSWAP20 curncy,1999-4-5,6.25
NKSW20 curncy,1999-4-5,
EUR curncy,1999-4-5,1.0712
NDBS20 curncy,1999-4-5,
EUR20Y curncy,1999-4-5,
NDSWAP20 curncy,1999-4-5,
SKBS20 curncy,1999-4-5,
EUBS20 curncy,1999-4-5,
SKSW20 curncy,1999-4-5,
EUSA20 curncy,1999-4-5,4.975
AUD curncy,1999-5-21,0.6576
ADBS20 curncy,1999-5-21,
AUD20Y curncy,1999-5-21,
ADSWAP20 curncy,1999-5-21,6.525
CAD curncy,1999-5-21,1.4609
CAD20Y curncy,1999-5-21,
CDSW20 curncy,1999-5-21,
CHF curncy,1999-5-21,1.516
CDBS20 curncy,1999-5-21,
CHF20Y curncy,1999-5-21,
