"CubeId";"rendoblid"
"PublishingDate";"2017-07-03 14:30"

"Date";"D0";"Value"
"2006-07-03";"1J";"1.884"
"2006-07-03";"2J";"2.156"
"2006-07-03";"3J";"2.329"
"2006-07-03";"4J";"2.461"
"2006-07-03";"5J";"2.567"
"2006-07-03";"6J";"2.653"
"2006-07-03";"7J";"2.724"
"2006-07-03";"8J";"2.781"
"2006-07-03";"9J";"2.827"
"2006-07-03";"10J0";"2.866"
"2006-07-03";"20J";"3.043"
"2006-07-03";"30J";"3.103"
"2006-07-03";"10J1";"4.144"
"2006-07-03";"E";"2.781"
"2006-07-03";"K";"2.87212"
"2006-07-03";"P";"2.87101"
"2006-07-03";"GK";"2.90449"
"2006-07-03";"IKH";"3.12434"
"2006-07-03";"AAA";"2.95274"
"2006-07-03";"AA";"3.0475"
"2006-07-03";"A";"3.19573"
"2006-07-04";"1J";"1.875"
"2006-07-04";"2J";"2.14"
"2006-07-04";"3J";"2.321"
"2006-07-04";"4J";"2.462"
"2006-07-04";"5J";"2.573"
"2006-07-04";"6J";"2.659"
"2006-07-04";"7J";"2.727"
"2006-07-04";"8J";"2.781"
"2006-07-04";"9J";"2.823"
"2006-07-04";"10J0";"2.858"
"2006-07-04";"20J";"3.016"
"2006-07-04";"30J";"3.068"
"2006-07-04";"10J1";"4.144"
"2006-07-04";"E";"2.781"
"2006-07-04";"K";"2.87814"
"2006-07-04";"P";"2.87711"
"2006-07-04";"GK";"2.90237"
"2006-07-04";"IKH";"3.09787"
"2006-07-04";"AAA";"2.96096"
"2006-07-04";"AA";"3.05699"
"2006-07-04";"A";"3.20627"
"2006-07-05";"1J";"1.895"
"2006-07-05";"2J";"2.164"
"2006-07-05";"3J";"2.34"
"2006-07-05";"4J";"2.48"
"2006-07-05";"5J";"2.593"
"2006-07-05";"6J";"2.683"
"2006-07-05";"7J";"2.754"
"2006-07-05";"8J";"2.81"
"2006-07-05";"9J";"2.855"
"2006-07-05";"10J0";"2.892"
"2006-07-05";"20J";"3.058"
"2006-07-05";"30J";"3.114"
"2006-07-05";"10J1";"4.175"
"2006-07-05";"E";"2.81"
"2006-07-05";"K";"2.90568"
"2006-07-05";"P";"2.91084"
"2006-07-05";"GK";"2.92906"
"2006-07-05";"IKH";"3.15944"
"2006-07-05";"AAA";"2.9873"
"2006-07-05";"AA";"3.08509"
"2006-07-05";"A";"3.23212"
"2006-07-06";"1J";"1.895"
"2006-07-06";"2J";"2.171"
"2006-07-06";"3J";"2.356"
"2006-07-06";"4J";"2.498"
"2006-07-06";"5J";"2.608"
"2006-07-06";"6J";"2.692"
"2006-07-06";"7J";"2.757"
"2006-07-06";"8J";"2.808"
"2006-07-06";"9J";"2.848"
"2006-07-06";"10J0";"2.881"
"2006-07-06";"20J";"3.029"
"2006-07-06";"30J";"3.078"
"2006-07-06";"10J1";"4.201"
"2006-07-06";"E";"2.808"
"2006-07-06";"K";"2.92121"
"2006-07-06";"P";"2.91845"
"2006-07-06";"GK";"2.95135"
"2006-07-06";"IKH";"3.15695"
"2006-07-06";"AAA";"2.99883"
"2006-07-06";"AA";"3.09658"
"2006-07-06";"A";"3.24916"
"2006-07-07";"1J";"1.892"
"2006-07-07";"2J";"2.159"
"2006-07-07";"3J";"2.341"
"2006-07-07";"4J";"2.482"
"2006-07-07";"5J";"2.592"
"2006-07-07";"6J";"2.677"
"2006-07-07";"7J";"2.742"
"2006-07-07";"8J";"2.794"
"2006-07-07";"9J";"2.834"
"2006-07-07";"10J0";"2.867"
"2006-07-07";"20J";"3.016"
"2006-07-07";"30J";"3.066"
"2006-07-07";"10J1";"4.173"
"2006-07-07";"E";"2.794"
"2006-07-07";"K";"2.90946"
"2006-07-07";"P";"2.90641"
"2006-07-07";"GK";"2.93116"
"2006-07-07";"IKH";"3.11343"
"2006-07-07";"AAA";"2.98556"
"2006-07-07";"AA";"3.08175"
"2006-07-07";"A";"3.22124"
"2006-07-10";"1J";"1.888"
"2006-07-10";"2J";"2.151"
"2006-07-10";"3J";"2.333"
"2006-07-10";"4J";"2.476"
"2006-07-10";"5J";"2.589"
"2006-07-10";"6J";"2.677"
"2006-07-10";"7J";"2.745"
"2006-07-10";"8J";"2.798"
"2006-07-10";"9J";"2.84"
"2006-07-10";"10J0";"2.874"
"2006-07-10";"20J";"3.028"
"2006-07-10";"30J";"3.08"
"2006-07-10";"10J1";"4.148"
"2006-07-10";"E";"2.798"
"2006-07-10";"K";"2.91564"
"2006-07-10";"P";"2.90128"
"2006-07-10";"GK";"2.93851"
"2006-07-10";"IKH";"3.14331"
"2006-07-10";"AAA";"2.98559"
"2006-07-10";"AA";"3.0834"
"2006-07-10";"A";"3.22773"
"2006-07-11";"1J";"1.878"
"2006-07-11";"2J";"2.151"
"2006-07-11";"3J";"2.334"
"2006-07-11";"4J";"2.474"
"2006-07-11";"5J";"2.58"
"2006-07-11";"6J";"2.662"
"2006-07-11";"7J";"2.724"
"2006-07-11";"8J";"2.772"
"2006-07-11";"9J";"2.81"
"2006-07-11";"10J0";"2.841"
"2006-07-11";"20J";"2.98"
"2006-07-11";"30J";"3.027"
"2006-07-11";"10J1";"4.137"
"2006-07-11";"E";"2.772"
"2006-07-11";"K";"2.89325"
"2006-07-11";"P";"2.88955"
"2006-07-11";"GK";"2.91936"
"2006-07-11";"IKH";"3.14576"
"2006-07-11";"AAA";"2.9701"
"2006-07-11";"AA";"3.07467"
"2006-07-11";"A";"3.21241"
"2006-07-12";"1J";"1.889"
"2006-07-12";"2J";"2.16"
"2006-07-12";"3J";"2.338"
"2006-07-12";"4J";"2.478"
"2006-07-12";"5J";"2.586"
"2006-07-12";"6J";"2.67"
"2006-07-12";"7J";"2.735"
"2006-07-12";"8J";"2.785"
"2006-07-12";"9J";"2.825"
"2006-07-12";"10J0";"2.857"
"2006-07-12";"20J";"3.002"
"2006-07-12";"30J";"3.051"
"2006-07-12";"10J1";"4.151"
"2006-07-12";"E";"2.785"
"2006-07-12";"K";"2.89105"
"2006-07-12";"P";"2.88748"
"2006-07-12";"GK";"2.91728"
"2006-07-12";"IKH";"3.13352"
"2006-07-12";"AAA";"2.96475"
"2006-07-12";"AA";"3.07237"
"2006-07-12";"A";"3.20768"
"2006-07-13";"1J";"1.885"
"2006-07-13";"2J";"2.125"
"2006-07-13";"3J";"2.298"
"2006-07-13";"4J";"2.441"
"2006-07-13";"5J";"2.554"
"2006-07-13";"6J";"2.64"
"2006-07-13";"7J";"2.706"
"2006-07-13";"8J";"2.756"
"2006-07-13";"9J";"2.795"
"2006-07-13";"10J0";"2.827"
"2006-07-13";"20J";"2.971"
"2006-07-13";"30J";"3.019"
"2006-07-13";"10J1";"4.118"
"2006-07-13";"E";"2.756"
"2006-07-13";"K";"2.8636"
"2006-07-13";"P";"2.86486"
"2006-07-13";"GK";"2.89234"
"2006-07-13";"IKH";"3.10321"
"2006-07-13";"AAA";"2.94317"
"2006-07-13";"AA";"3.04949"
"2006-07-13";"A";"3.1839"
"2006-07-14";"1J";"1.855"
"2006-07-14";"2J";"2.111"
"2006-07-14";"3J";"2.284"
"2006-07-14";"4J";"2.42"
"2006-07-14";"5J";"2.529"
"2006-07-14";"6J";"2.617"
"2006-07-14";"7J";"2.687"
"2006-07-14";"8J";"2.742"
"2006-07-14";"9J";"2.787"
"2006-07-14";"10J0";"2.823"
"2006-07-14";"20J";"2.989"
"2006-07-14";"30J";"3.045"
"2006-07-14";"10J1";"4.077"
"2006-07-14";"E";"2.742"
"2006-07-14";"K";"2.85688"
"2006-07-14";"P";"2.85265"
"2006-07-14";"GK";"2.88084"
"2006-07-14";"IKH";"3.09283"
"2006-07-14";"AAA";"2.9295"
"2006-07-14";"AA";"3.03134"
"2006-07-14";"A";"3.17356"
"2006-07-17";"1J";"1.849"
"2006-07-17";"2J";"2.105"
"2006-07-17";"3J";"2.279"
"2006-07-17";"4J";"2.416"
"2006-07-17";"5J";"2.524"
"2006-07-17";"6J";"2.61"
"2006-07-17";"7J";"2.677"
"2006-07-17";"8J";"2.73"
"2006-07-17";"9J";"2.772"
"2006-07-17";"10J0";"2.806"
"2006-07-17";"20J";"2.962"
"2006-07-17";"30J";"3.015"
"2006-07-17";"10J1";"4.059"
"2006-07-17";"E";"2.73"
"2006-07-17";"K";"2.86282"
"2006-07-17";"P";"2.85691"
"2006-07-17";"GK";"2.88541"
"2006-07-17";"IKH";"3.10334"
"2006-07-17";"AAA";"2.93223"
"2006-07-17";"AA";"3.03627"
"2006-07-17";"A";"3.1795"
"2006-07-18";"1J";"1.846"
"2006-07-18";"2J";"2.1"
"2006-07-18";"3J";"2.274"
"2006-07-18";"4J";"2.412"
"2006-07-18";"5J";"2.522"
"2006-07-18";"6J";"2.608"
"2006-07-18";"7J";"2.676"
"2006-07-18";"8J";"2.729"
"2006-07-18";"9J";"2.772"
"2006-07-18";"10J0";"2.807"
"2006-07-18";"20J";"2.964"
"2006-07-18";"30J";"3.017"
"2006-07-18";"10J1";"4.067"
"2006-07-18";"E";"2.729"
"2006-07-18";"K";"2.8719"
"2006-07-18";"P";"2.86093"
"2006-07-18";"GK";"2.89444"
"2006-07-18";"IKH";"3.10215"
"2006-07-18";"AAA";"2.93885"
"2006-07-18";"AA";"3.04776"
"2006-07-18";"A";"3.18314"
"2006-07-19";"1J";"1.868"
"2006-07-19";"2J";"2.125"
"2006-07-19";"3J";"2.301"
"2006-07-19";"4J";"2.44"
"2006-07-19";"5J";"2.551"
"2006-07-19";"6J";"2.637"
"2006-07-19";"7J";"2.705"
"2006-07-19";"8J";"2.759"
"2006-07-19";"9J";"2.801"
"2006-07-19";"10J0";"2.836"
"2006-07-19";"20J";"2.993"
"2006-07-19";"30J";"3.045"
"2006-07-19";"10J1";"4.104"
"2006-07-19";"E";"2.759"
"2006-07-19";"K";"2.89718"
"2006-07-19";"P";"2.88564"
"2006-07-19";"GK";"2.90518"
"2006-07-19";"IKH";"3.09553"
"2006-07-19";"AAA";"2.96378"
"2006-07-19";"AA";"3.0666"
"2006-07-19";"A";"3.20229"
"2006-07-20";"1J";"1.868"
"2006-07-20";"2J";"2.124"
"2006-07-20";"3J";"2.291"
"2006-07-20";"4J";"2.422"
"2006-07-20";"5J";"2.53"
"2006-07-20";"6J";"2.616"
"2006-07-20";"7J";"2.685"
"2006-07-20";"8J";"2.74"
"2006-07-20";"9J";"2.784"
"2006-07-20";"10J0";"2.82"
"2006-07-20";"20J";"2.986"
"2006-07-20";"30J";"3.041"
"2006-07-20";"10J1";"4.065"
"2006-07-20";"E";"2.74"
"2006-07-20";"K";"2.87444"
"2006-07-20";"P";"2.86858"
"2006-07-20";"GK";"2.88511"
"2006-07-20";"IKH";"3.10212"
"2006-07-20";"AAA";"2.94581"
"2006-07-20";"AA";"3.05289"
"2006-07-20";"A";"3.18887"
"2006-07-21";"1J";"1.862"
"2006-07-21";"2J";"2.11"
"2006-07-21";"3J";"2.275"
"2006-07-21";"4J";"2.408"
"2006-07-21";"5J";"2.516"
"2006-07-21";"6J";"2.604"
"2006-07-21";"7J";"2.673"
"2006-07-21";"8J";"2.729"
"2006-07-21";"9J";"2.774"
"2006-07-21";"10J0";"2.811"
"2006-07-21";"20J";"2.978"
"2006-07-21";"30J";"3.034"
"2006-07-21";"10J1";"4.039"
"2006-07-21";"E";"2.729"
"2006-07-21";"K";"2.86792"
"2006-07-21";"P";"2.86234"
"2006-07-21";"GK";"2.88131"
"2006-07-21";"IKH";"3.07128"
"2006-07-21";"AAA";"2.93648"
"2006-07-21";"AA";"3.04725"
"2006-07-21";"A";"3.18622"
"2006-07-24";"1J";"1.872"
"2006-07-24";"2J";"2.111"
"2006-07-24";"3J";"2.27"
"2006-07-24";"4J";"2.398"
"2006-07-24";"5J";"2.504"
"2006-07-24";"6J";"2.59"
"2006-07-24";"7J";"2.658"
"2006-07-24";"8J";"2.713"
"2006-07-24";"9J";"2.757"
"2006-07-24";"10J0";"2.793"
"2006-07-24";"20J";"2.957"
"2006-07-24";"30J";"3.012"
"2006-07-24";"10J1";"4.04"
"2006-07-24";"E";"2.713"
"2006-07-24";"K";"2.85197"
"2006-07-24";"P";"2.84875"
"2006-07-24";"GK";"2.87988"
"2006-07-24";"IKH";"3.09106"
"2006-07-24";"AAA";"2.92269"
"2006-07-24";"AA";"3.03249"
"2006-07-24";"A";"3.1689"
"2006-07-25";"1J";"1.867"
"2006-07-25";"2J";"2.101"
"2006-07-25";"3J";"2.249"
"2006-07-25";"4J";"2.371"
"2006-07-25";"5J";"2.475"
"2006-07-25";"6J";"2.561"
"2006-07-25";"7J";"2.631"
"2006-07-25";"8J";"2.688"
"2006-07-25";"9J";"2.734"
"2006-07-25";"10J0";"2.772"
"2006-07-25";"20J";"2.947"
"2006-07-25";"30J";"3.006"
"2006-07-25";"10J1";"4.007"
"2006-07-25";"E";"2.688"
"2006-07-25";"K";"2.83672"
"2006-07-25";"P";"2.83175"
"2006-07-25";"GK";"2.86222"
"2006-07-25";"IKH";"3.07163"
"2006-07-25";"AAA";"2.90659"
"2006-07-25";"AA";"3.01583"
"2006-07-25";"A";"3.15181"
"2006-07-26";"1J";"1.868"
"2006-07-26";"2J";"2.1"
"2006-07-26";"3J";"2.247"
"2006-07-26";"4J";"2.369"
"2006-07-26";"5J";"2.473"
"2006-07-26";"6J";"2.56"
"2006-07-26";"7J";"2.63"
"2006-07-26";"8J";"2.687"
"2006-07-26";"9J";"2.733"
"2006-07-26";"10J0";"2.771"
"2006-07-26";"20J";"2.944"
"2006-07-26";"30J";"3.002"
"2006-07-26";"10J1";"4.061"
"2006-07-26";"E";"2.687"
"2006-07-26";"K";"2.83929"
"2006-07-26";"P";"2.83087"
"2006-07-26";"GK";"2.85848"
"2006-07-26";"IKH";"3.07452"
"2006-07-26";"AAA";"2.90187"
"2006-07-26";"AA";"3.01168"
"2006-07-26";"A";"3.14294"
"2006-07-27";"1J";"1.883"
"2006-07-27";"2J";"2.108"
"2006-07-27";"3J";"2.252"
"2006-07-27";"4J";"2.374"
"2006-07-27";"5J";"2.478"
"2006-07-27";"6J";"2.565"
"2006-07-27";"7J";"2.635"
"2006-07-27";"8J";"2.691"
"2006-07-27";"9J";"2.737"
"2006-07-27";"10J0";"2.774"
"2006-07-27";"20J";"2.945"
"2006-07-27";"30J";"3.002"
"2006-07-27";"10J1";"4.021"
"2006-07-27";"E";"2.691"
"2006-07-27";"K";"2.82994"
"2006-07-27";"P";"2.82844"
"2006-07-27";"GK";"2.8512"
"2006-07-27";"IKH";"3.0747"
"2006-07-27";"AAA";"2.89732"
"2006-07-27";"AA";"3.00762"
"2006-07-27";"A";"3.13438"
"2006-07-28";"1J";"1.884"
"2006-07-28";"2J";"2.121"
"2006-07-28";"3J";"2.274"
"2006-07-28";"4J";"2.396"
"2006-07-28";"5J";"2.497"
"2006-07-28";"6J";"2.579"
"2006-07-28";"7J";"2.644"
"2006-07-28";"8J";"2.696"
"2006-07-28";"9J";"2.738"
"2006-07-28";"10J0";"2.772"
"2006-07-28";"20J";"2.928"
"2006-07-28";"30J";"2.98"
"2006-07-28";"10J1";"4.026"
"2006-07-28";"E";"2.696"
"2006-07-28";"K";"2.83078"
"2006-07-28";"P";"2.83258"
"2006-07-28";"GK";"2.85703"
"2006-07-28";"IKH";"3.08056"
"2006-07-28";"AAA";"2.90263"
"2006-07-28";"AA";"3.01219"
"2006-07-28";"A";"3.15161"
"2006-07-31";"1J";"1.877"
"2006-07-31";"2J";"2.112"
"2006-07-31";"3J";"2.26"
"2006-07-31";"4J";"2.378"
"2006-07-31";"5J";"2.475"
"2006-07-31";"6J";"2.553"
"2006-07-31";"7J";"2.616"
"2006-07-31";"8J";"2.667"
"2006-07-31";"9J";"2.708"
"2006-07-31";"10J0";"2.742"
"2006-07-31";"20J";"2.896"
"2006-07-31";"30J";"2.948"
"2006-07-31";"10J1";"4.004"
"2006-07-31";"E";"2.667"
"2006-07-31";"K";"2.80464"
"2006-07-31";"P";"2.8225"
"2006-07-31";"GK";"2.84773"
"2006-07-31";"IKH";"3.06379"
"2006-07-31";"AAA";"2.88985"
"2006-07-31";"AA";"2.99389"
"2006-07-31";"A";"3.12727"
"2006-08-01";"1J";
"2006-08-01";"2J";
"2006-08-01";"3J";
"2006-08-01";"4J";
"2006-08-01";"5J";
"2006-08-01";"6J";
"2006-08-01";"7J";
"2006-08-01";"8J";
"2006-08-01";"9J";
"2006-08-01";"10J0";
"2006-08-01";"20J";
"2006-08-01";"30J";
"2006-08-01";"10J1";"4.012"
"2006-08-01";"E";
"2006-08-01";"K";
"2006-08-01";"P";
"2006-08-01";"GK";
"2006-08-01";"IKH";
"2006-08-01";"AAA";
"2006-08-01";"AA";
"2006-08-01";"A";
"2006-08-02";"1J";"1.843"
"2006-08-02";"2J";"2.087"
"2006-08-02";"3J";"2.242"
"2006-08-02";"4J";"2.361"
"2006-08-02";"5J";"2.457"
"2006-08-02";"6J";"2.536"
"2006-08-02";"7J";"2.599"
"2006-08-02";"8J";"2.651"
"2006-08-02";"9J";"2.693"
"2006-08-02";"10J0";"2.727"
"2006-08-02";"20J";"2.887"
"2006-08-02";"30J";"2.94"
"2006-08-02";"10J1";"3.995"
"2006-08-02";"E";"2.651"
"2006-08-02";"K";"2.77892"
"2006-08-02";"P";"2.80551"
"2006-08-02";"GK";"2.83091"
"2006-08-02";"IKH";"3.04679"
"2006-08-02";"AAA";"2.86841"
"2006-08-02";"AA";"2.98268"
"2006-08-02";"A";"3.10604"
"2006-08-03";"1J";"1.88"
"2006-08-03";"2J";"2.108"
"2006-08-03";"3J";"2.254"
"2006-08-03";"4J";"2.368"
"2006-08-03";"5J";"2.462"
"2006-08-03";"6J";"2.539"
"2006-08-03";"7J";"2.603"
"2006-08-03";"8J";"2.654"
"2006-08-03";"9J";"2.696"
"2006-08-03";"10J0";"2.731"
"2006-08-03";"20J";"2.891"
"2006-08-03";"30J";"2.944"
"2006-08-03";"10J1";"4.008"
"2006-08-03";"E";"2.654"
"2006-08-03";"K";"2.77457"
"2006-08-03";"P";"2.79943"
"2006-08-03";"GK";"2.82454"
"2006-08-03";"IKH";"3.04487"
"2006-08-03";"AAA";"2.86479"
"2006-08-03";"AA";"2.97697"
"2006-08-03";"A";"3.11192"
"2006-08-04";"1J";"1.911"
"2006-08-04";"2J";"2.14"
"2006-08-04";"3J";"2.295"
"2006-08-04";"4J";"2.42"
"2006-08-04";"5J";"2.522"
"2006-08-04";"6J";"2.602"
"2006-08-04";"7J";"2.664"
"2006-08-04";"8J";"2.714"
"2006-08-04";"9J";"2.753"
"2006-08-04";"10J0";"2.785"
"2006-08-04";"20J";"2.93"
"2006-08-04";"30J";"2.979"
"2006-08-04";"10J1";"4.05"
"2006-08-04";"E";"2.714"
"2006-08-04";"K";"2.86032"
"2006-08-04";"P";"2.85596"
"2006-08-04";"GK";"2.88146"
"2006-08-04";"IKH";"3.08824"
"2006-08-04";"AAA";"2.92107"
"2006-08-04";"AA";"3.03003"
"2006-08-04";"A";"3.16432"
"2006-08-07";"1J";"1.894"
"2006-08-07";"2J";"2.116"
"2006-08-07";"3J";"2.253"
"2006-08-07";"4J";"2.364"
"2006-08-07";"5J";"2.458"
"2006-08-07";"6J";"2.536"
"2006-08-07";"7J";"2.599"
"2006-08-07";"8J";"2.651"
"2006-08-07";"9J";"2.693"
"2006-08-07";"10J0";"2.728"
"2006-08-07";"20J";"2.887"
"2006-08-07";"30J";"2.941"
"2006-08-07";"10J1";"3.98"
"2006-08-07";"E";"2.651"
"2006-08-07";"K";"2.77528"
"2006-08-07";"P";"2.80415"
"2006-08-07";"GK";"2.83195"
"2006-08-07";"IKH";"3.04503"
"2006-08-07";"AAA";"2.87005"
"2006-08-07";"AA";"2.9805"
"2006-08-07";"A";"3.11216"
"2006-08-08";"1J";"1.903"
"2006-08-08";"2J";"2.142"
"2006-08-08";"3J";"2.281"
"2006-08-08";"4J";"2.384"
"2006-08-08";"5J";"2.469"
"2006-08-08";"6J";"2.54"
"2006-08-08";"7J";"2.6"
"2006-08-08";"8J";"2.649"
"2006-08-08";"9J";"2.69"
"2006-08-08";"10J0";"2.724"
"2006-08-08";"20J";"2.884"
"2006-08-08";"30J";"2.937"
"2006-08-08";"10J1";"3.979"
"2006-08-08";"E";"2.649"
"2006-08-08";"K";"2.79722"
"2006-08-08";"P";"2.80028"
"2006-08-08";"GK";"2.82757"
"2006-08-08";"IKH";"3.04213"
"2006-08-08";"AAA";"2.86588"
"2006-08-08";"AA";"2.97358"
"2006-08-08";"A";"3.09941"
"2006-08-09";"1J";"1.907"
"2006-08-09";"2J";"2.149"
"2006-08-09";"3J";"2.293"
"2006-08-09";"4J";"2.399"
"2006-08-09";"5J";"2.486"
"2006-08-09";"6J";"2.557"
"2006-08-09";"7J";"2.614"
"2006-08-09";"8J";"2.661"
"2006-08-09";"9J";"2.7"
"2006-08-09";"10J0";"2.732"
"2006-08-09";"20J";"2.88"
"2006-08-09";"30J";"2.929"
"2006-08-09";"10J1";"4.001"
"2006-08-09";"E";"2.661"
"2006-08-09";"K";"2.80192"
"2006-08-09";"P";"2.80283"
"2006-08-09";"GK";"2.83278"
"2006-08-09";"IKH";"3.05391"
"2006-08-09";"AAA";"2.87004"
"2006-08-09";"AA";"2.98175"
"2006-08-09";"A";"3.11327"
"2006-08-10";"1J";"1.896"
"2006-08-10";"2J";"2.114"
"2006-08-10";"3J";"2.253"
"2006-08-10";"4J";"2.365"
"2006-08-10";"5J";"2.457"
"2006-08-10";"6J";"2.532"
"2006-08-10";"7J";"2.592"
"2006-08-10";"8J";"2.64"
"2006-08-10";"9J";"2.679"
"2006-08-10";"10J0";"2.71"
"2006-08-10";"20J";"2.856"
"2006-08-10";"30J";"2.904"
"2006-08-10";"10J1";"3.982"
"2006-08-10";"E";"2.64"
"2006-08-10";"K";"2.77032"
"2006-08-10";"P";"2.77084"
"2006-08-10";"GK";"2.80204"
"2006-08-10";"IKH";"3.0151"
"2006-08-10";"AAA";"2.84019"
"2006-08-10";"AA";"2.94908"
"2006-08-10";"A";"3.07118"
"2006-08-11";"1J";"1.903"
"2006-08-11";"2J";"2.128"
"2006-08-11";"3J";"2.27"
"2006-08-11";"4J";"2.383"
"2006-08-11";"5J";"2.475"
"2006-08-11";"6J";"2.549"
"2006-08-11";"7J";"2.609"
"2006-08-11";"8J";"2.656"
"2006-08-11";"9J";"2.694"
"2006-08-11";"10J0";"2.726"
"2006-08-11";"20J";"2.868"
"2006-08-11";"30J";"2.916"
"2006-08-11";"10J1";"4.032"
"2006-08-11";"E";"2.656"
"2006-08-11";"K";"2.74643"
"2006-08-11";"P";"2.77152"
"2006-08-11";"GK";"2.80104"
"2006-08-11";"IKH";"2.98745"
"2006-08-11";"AAA";"2.83308"
"2006-08-11";"AA";"2.94567"
"2006-08-11";"A";"3.08566"
"2006-08-14";"1J";"1.902"
"2006-08-14";"2J";"2.14"
"2006-08-14";"3J";"2.295"
"2006-08-14";"4J";"2.414"
"2006-08-14";"5J";"2.508"
"2006-08-14";"6J";"2.583"
"2006-08-14";"7J";"2.641"
"2006-08-14";"8J";"2.688"
"2006-08-14";"9J";"2.725"
"2006-08-14";"10J0";"2.756"
"2006-08-14";"20J";"2.894"
"2006-08-14";"30J";"2.94"
"2006-08-14";"10J1";"4.068"
"2006-08-14";"E";"2.688"
"2006-08-14";"K";"2.78288"
"2006-08-14";"P";"2.8004"
"2006-08-14";"GK";"2.82819"
"2006-08-14";"IKH";"3.04921"
"2006-08-14";"AAA";"2.86218"
"2006-08-14";"AA";"2.9727"
"2006-08-14";"A";"3.11538"
"2006-08-15";"1J";"1.942"
"2006-08-15";"2J";"2.169"
"2006-08-15";"3J";"2.311"
"2006-08-15";"4J";"2.423"
"2006-08-15";"5J";"2.514"
"2006-08-15";"6J";"2.587"
"2006-08-15";"7J";"2.645"
"2006-08-15";"8J";"2.691"
"2006-08-15";"9J";"2.728"
"2006-08-15";"10J0";"2.758"
"2006-08-15";"20J";"2.894"
"2006-08-15";"30J";"2.939"
"2006-08-15";"10J1";"4.068"
"2006-08-15";"E";"2.691"
"2006-08-15";"K";"2.80786"
"2006-08-15";"P";"2.80774"
"2006-08-15";"GK";"2.83978"
"2006-08-15";"IKH";"3.05913"
"2006-08-15";"AAA";"2.87121"
"2006-08-15";"AA";"2.98108"
"2006-08-15";"A";"3.12641"
"2006-08-16";"1J";"1.96"
"2006-08-16";"2J";"2.184"
"2006-08-16";"3J";"2.301"
"2006-08-16";"4J";"2.394"
"2006-08-16";"5J";"2.475"
"2006-08-16";"6J";"2.544"
"2006-08-16";"7J";"2.602"
"2006-08-16";"8J";"2.65"
"2006-08-16";"9J";"2.689"
"2006-08-16";"10J0";"2.721"
"2006-08-16";"20J";"2.87"
"2006-08-16";"30J";"2.92"
"2006-08-16";"10J1";"4.036"
"2006-08-16";"E";"2.65"
"2006-08-16";"K";"2.75588"
"2006-08-16";"P";"2.78009"
"2006-08-16";"GK";"2.80574"
"2006-08-16";"IKH";"3.00526"
"2006-08-16";"AAA";"2.84446"
"2006-08-16";"AA";"2.9557"
"2006-08-16";"A";"3.09899"
"2006-08-17";"1J";"1.947"
"2006-08-17";"2J";"2.148"
"2006-08-17";"3J";"2.254"
"2006-08-17";"4J";"2.344"
"2006-08-17";"5J";"2.424"
"2006-08-17";"6J";"2.492"
"2006-08-17";"7J";"2.548"
"2006-08-17";"8J";"2.593"
"2006-08-17";"9J";"2.63"
"2006-08-17";"10J0";"2.66"
"2006-08-17";"20J";"2.799"
"2006-08-17";"30J";"2.845"
"2006-08-17";"10J1";"3.964"
"2006-08-17";"E";"2.593"
"2006-08-17";"K";"2.70271"
"2006-08-17";"P";"2.71813"
"2006-08-17";"GK";"2.75001"
"2006-08-17";"IKH";"2.96854"
"2006-08-17";"AAA";"2.78228"
"2006-08-17";"AA";"2.89306"
"2006-08-17";"A";"3.03589"
"2006-08-18";"1J";"1.944"
"2006-08-18";"2J";"2.147"
"2006-08-18";"3J";"2.267"
"2006-08-18";"4J";"2.364"
"2006-08-18";"5J";"2.444"
"2006-08-18";"6J";"2.51"
"2006-08-18";"7J";"2.563"
"2006-08-18";"8J";"2.605"
"2006-08-18";"9J";"2.639"
"2006-08-18";"10J0";"2.667"
"2006-08-18";"20J";"2.794"
"2006-08-18";"30J";"2.837"
"2006-08-18";"10J1";"3.989"
"2006-08-18";"E";"2.605"
"2006-08-18";"K";"2.70833"
"2006-08-18";"P";"2.72781"
"2006-08-18";"GK";"2.75019"
"2006-08-18";"IKH";"2.97255"
"2006-08-18";"AAA";"2.79015"
"2006-08-18";"AA";"2.89937"
"2006-08-18";"A";"3.03952"
"2006-08-21";"1J";"1.954"
"2006-08-21";"2J";"2.133"
"2006-08-21";"3J";"2.234"
"2006-08-21";"4J";"2.319"
"2006-08-21";"5J";"2.394"
"2006-08-21";"6J";"2.457"
"2006-08-21";"7J";"2.509"
"2006-08-21";"8J";"2.551"
"2006-08-21";"9J";"2.585"
"2006-08-21";"10J0";"2.613"
"2006-08-21";"20J";"2.741"
"2006-08-21";"30J";"2.784"
"2006-08-21";"10J1";"3.935"
"2006-08-21";"E";"2.551"
"2006-08-21";"K";"2.68176"
"2006-08-21";"P";"2.67836"
"2006-08-21";"GK";"2.70616"
"2006-08-21";"IKH";"2.92726"
"2006-08-21";"AAA";"2.74467"
"2006-08-21";"AA";"2.85277"
"2006-08-21";"A";"2.99318"
"2006-08-22";"1J";"1.934"
"2006-08-22";"2J";"2.107"
"2006-08-22";"3J";"2.209"
"2006-08-22";"4J";"2.296"
"2006-08-22";"5J";"2.371"
"2006-08-22";"6J";"2.433"
"2006-08-22";"7J";"2.483"
"2006-08-22";"8J";"2.524"
"2006-08-22";"9J";"2.556"
"2006-08-22";"10J0";"2.583"
"2006-08-22";"20J";"2.705"
